_id,description,price,sqmprice,area,year
45503597,"Denne dejlige villa ligger i Fårevejle Stationsby tæt på skole, institutioner, indkøbsmuligheder og togforbindelse til Holbæk og Nykøbing Sj. Huset er løbende vedligeholdt og fremstår indflytningsklart med bla. nye vinduer.Huset er godt indrettet med en god planløsning. Boligen er beliggende på en velanlagt og lukket grund på stille villavej. Huset fremstår i røde mursten og med sprossede vinduer. Her er god plads til den store familie.Indeholder: Rummelig entre med trappe til 1.sal. Gæstetoilet. Stor dejlig vinkelopholdsstue med karnap og godt lysindfald. I forbindelse med stuen ligger køkkenet med god plads, vindueskarnap og adgang til bryggers. Herfra er der adgang til integreret og oprindelig garage, som pt. er opdelt i værelse (ikke godkendt til beboelse) og udefra adgang til resten af den oprindelige garage. Fra stuen er der udgang til den syd/vest vendte have. 1. sal indeholder: Stort møblerbar repos. Stort soveværelse samt 3 værelser og pænt badeværelse med brus.",2.495.000,2.264,179,1995
96402772,"Ullits er en skøn lille lokal landsby i Vesthimmerland. Her kender alle hinanden, og indkøb kan klares hos den lokale købmand, som kun ligger få 100 meter fra denne bolig. Her fra Ullits får man også en god placering, i forhold til omverdenen, inden for cirka 30 minutter, kan du selv køre til en af de større byer, Viborg, Skive, Løgstør, Hobro, Farsø, eller Aars, og bussen går lige igennem byen til de samme byer, hvor der er et utal, er skole faciliteter.Boligen her i Ullits er to plans og er bygget sammen med Nibevej 1 men et selvstændigt boligareal på 147 kvadratmeter. Boligen indeholder i dag fire værelser, alle i gode størrelser samt indeholder boligen en stor spisestue/ opholdsstue og en stor bryggers samt har boligen har et badeværelse. Den blålige bolig, er beliggende på en 550 m2 grund, her er der et flisebelagte areal, som kan fungere som terrasse, her har du adgang til en garage som er på 60 kvadratmeter.",395.000,1.014,147,1910
96402759,"Boligen her er beliggende i Vester Hornum, som er et lille lokalsamfund i Vesthimmerland. Vester Hornum, som by, indeholder alt hvad du skal bruge. Her er der pasningsmuligheder til de helt små, børnehave til de lidt større og en folkeskole der går til niende klasse. Et af byens samlingspunkter er Vester Hornum hallen, hvor det sociale samvær bliver vægtet højt. I Vester Hornum finder ud også en lokal og velfungerende købmand, hvor du kan høre de daglige indkøb. Skal der gøres større indkøb, har man ikke langt til de nærliggende byer, som Farsø og Aars. Hvor der er gode busforbindelser.Boligen er opført i 1964 og er indrettet med 92 m2. Denne bolig har en flot entre, som ligger centralt for boligen. Når du træder ind i entreen, har du adgang til et køkken på venstre side samt adgang til den store spisestue/ opholdsstue. Inde fra stuen har du både adgang til et af de to værelser men også adgang til en virkelig hyggelig udestue. På højre side fra entreen har du et meget flot badeværelse med bad, et lille bryggers og et soveværelse. Boligen har en grund på 850 m2, hvor der er en garage med tillæg værksted/skur. Derudover har boligen en skøn have, hvor der er masser af plads til leg og ro. Udover en rigtig dejlig have, har boligen to terrasser på hver side af udestuen, hvor der vil være mulighed for at nyde solen. Er dette noget for dig, så bestil allerede en fremvisning i dag.",495.000,1.343,92,1964
96402689,"Dette skønne, og charmerende hus, kan nu blive dit. Her har den nuværende ejer siden overtagelsen i 2016, haft arbejdshandskerne på, og derfor kan du  nu overtage et indflytningsklart hus, som har mange gode kvaliteter, som vi glæder os til at vise dig. Indendørs får du 115 bolig kvadratmeter + 75 kvadratmeter god og tør kælder. Inden for de seneste år, er der indvendigt renoveret nænsomt, med respekt for de originale materialer og byggestil. Der er nyere køkken, badeværelse, og gæstetoilet. Overalt er er der lyse rum med store vinduer hvor kan se langt over markerne med øst eller nyde den store parklignende have imod vest. Desuden er der tre gode værelser på 1. salen. Udendørs får du samtidig meget god plads, og et velholdt hus, som både har nyere vinduer, tag og tagrender. Grunden er i sig selv på 1.390 kvadratmeter, og er på havesiden lukket med træer og stakit. Her får du en oase, hvor du kan være helt for dig selv med den storegræsplæne med frugttræerne og de gamle træer som omgrænser stedet. Derudover får du et par gode redskabsrum, som indeholder et væld af anvendelsesmuligheder til gør-det-selv manden. Selvom du her kommer til at bo på landet, er du kun to kilometer fra by skiltet i Farsø. Lige fra indkørslen er der snart trafiksikker cykelsti lige i skolen. Og bussen kører også forbi flere gange i timen. Alt i alt et skønt lille sted at starte familielivet.",,30.000,115,1940
96402709,"Nu har vi fornøjelsen af at kunne byde dig velkommen til denne villa i Vester Hornum. Villaen er beliggende i et lille og velfungerende lokalsamfund, med, dagplejere, god børnehave, skole til og med 9. klasse og lokal købmand. Byen byder ligeledes på flere gode fritidsaktiviteter, hvis du er til sport og motion. Fra byen har du gode transportmuligheder til og fra Vester Hornum, uanset om du skal mod Løgstør, Aars, Hobro eller Aalborg.Selve villaen byder på 122 kvadratmeter bolig fordelt på 2 etager. I stueetagen finder vi omdrejningspunktet for familiens hverdag. Her har du villaens velholdte køkken, hvor der også er spiseplads. Du har herfra også nem adgang til villaen rummelige stue og udestue. Til sidst har du også adgang til villaens badeværelse fra køkkenet. Hvis du bevæger dig op på førstesalen, kommer du op til en repos, som giver dig adgang til villaens gode værelser og et ekstra toilet.Villaen ligger på en 658 kvadratmeter stor grund, hvor du får en dejlig privat have. Her er du omkranset af hæk og buske. Haven er yderligere udlagt med græs, så her er der et minimum af vedligehold. Samtidig giver havens udformning gode muligheder for leg og spil for hele familien. Lyder dette som noget for dig, så bestil en fremvisning med det samme.",395.000,1.062,122,1931
96402744,"Her, lige midt i Farsø, har du nu muligheden for at erhverve dig denne skønne andelsbolig. Siden opførslen har der kun været en ejer af denne bolig, som igennem årene har passet godt på den, og nyt den fredelige udsigt udover det store græsareal som er lige uden for køkkenvinduet. Boligen som er på 91 kvadratmeter, tilhører en sund og velfungerende andelsboligforening. Her tager foreningen sig af alt den udvendige vedligeholdelse på foreningens bygninger, og man som andelshaver bestemmer selv over den indvendige stil, hvor man også selv har ansvaret vedligeholdelse. Boligen står indvendigt som ved opførelsen i 1987, og indeholder i dag et soveværelse og to værelser. Desuden en skøn stue, køkken, og badeværelse. Med til andelsboligen følger der et redskabsrum.",449.000,2.600,91,1987
96402620,"Velkommen til Strandby. Her har du ikke lang til hverken fjorden eller store og smukke naturområder. Fra ejendommen her på Møllevej har du 2 km ned til fjorden hvor du kan slentre en tur langs vandkanten eller du kan tage til Ertebølle og leje et SUP board ved campingpladsen og opleve fjorden på en anden måde. På den anden side af Strandby har men ganske kort til Myrhøj plantage som er kendt for sine mange gode ruter som både kan opleves til fods og på MTB.Der er ikke langt til Farsø fra Strandby, her finder man mange specialforretninger og dagligvarehandler samlet under et tag i Rådhuscenteret.Ejendommen her rummer hele 141 boligkvadratmeter, fordelt på fire skønne værelser et stort badeværelse, et dejligt bryggers og et fantastisk køkkenalrum i åben forbindelse til stuen. Ejendommen er oprindelig fra 1969 men er løbende renoveret indvendigt. I 2014 har sælger lavet tilbygningen til ejendommen som i dag er rammerne for køkkenalrummet, i samme ombæring blev køkkenet renoveret og fremstår i dag lyst og åbent. Fra alrummet har man direkte adgang til overdækket terrasse hvor man har formået at lave et dejligt privat hjørne med plads til både hyggelige grillaftner og afslapning i havnes vildmarksbad. Ejendommen er løbende vedligeholdt og fremstår flot med sin hvidpudset facade udvendig og med haven som er nem at holde for de fleste. Her får du også en god garage med plads til bilen eller et lille værksted. Vi glæder os til at vise dig Møllevej 15, så ring allerede nu på 9863 2666 og book en fremvisning når det passer dig.",675.000,1.289,141,1969
96402743,"Nu har vi fornøjelsen af at byde jer velkommen til denne charmerende murermestervilla fra 50'erne på Mortensgade 20. Placeringen på Mortensgade giver jer en central placering i Farsø by, tæt på alle Farsøs faciliteter. Her er du tæt på Rådhuscenteret, skole og idrætsfaciliteter. Denne fine murstensejendom står med en del af de oprindelige detaljer, som er velkendt for et hus som dette. Dette ses især ved husets entre, hvor den buede dør og det runde vindue er bevaret. Så her får i en murermestervilla, hvor der masser af plads og gode muligheder. Selve indretningen i huset bærer præg af en fornuftig plantegning, som giver et rigtig godt udgangspunkt. Her får I et hus i halvandet plan med 161 m2 bolig og ligeledes en kælder. I stueplan får I en rummelig entre, to gode stuer i åben forbindelse til en havestue og til sidst et køkken i fornuftig stand. Fra entreen er der trappe til førstesalen, som består af husets badeværelse og 3 værelser med masser af indbygget skabsplads. I kælderen er der vaskerum, gæstetoilet og to disponible rum, hvor det ene har egen udgang til haven.Med en grund på 637 m2 får I her en grund med en overskuelig størrelse. Selve haven har en masse flot beplantning, hvor I får en oplevelse af at kunne være private selvom I er midt i byen. I haven er ligeledes en terrasse og en overdækning, hvor man kan nyde den flotte have.",695.000,1.618,161,1951
96402771,"I Ullits by, har du nu mulighed for at erhverve dig denne skønne villa. Villaen har en central beliggenhed i byen, og har kun få hundrede meter til købmand, skole, børnehus og minihal. Herudover er du beliggende med kort afstand til Farsø og Hvalpsund.Villaen her er to plans og er bygget sammen med foulumvej 2, men har et selvstændigt boligareal på 182 kvadratmeter, Herfra har du adgang til husets fine badeværelse, et køkken, tre værelse hvor der i soveværelset er gulvvarme, en rummelig stue med gulvvarme, en stor spisestue, et bryggers, et kontor og på første sal er der et stor loftrum. Hvis du bevæger dig igennem køkkenet, kommer du til villaens bryggers, hvor der er udgang til gårdhave. For at komme op til første sal, har man adgang til trappen fra entreen.  Grunden som udgør 333 kvadratmeter. Villaens ude areal er flisebelagt og har adgang til garagen som er på 20 kvadratmeter. Villaen her har et udhus på 30 kvadratmeter.Lyder dette som noget for dig, så kontakt os allerede nu for en uforpligtende fremvisning af denne bolig.",495.000,1.335,182,1912
96402690,"Boligen her er beliggende i Vester Hornum, som er et lille lokalsamfund i Vesthimmerland. Vester Hornum, som by, indeholder alt hvad du skal bruge. Her er der pasningsmuligheder til de helt små, børnehave til de lidt større og en folkeskole der går til niende klasse. Et af byens samlingspunkter er Vester Hornum hallen, hvor det sociale samvær bliver vægtet højt. I Vester Hornum finder du også en lokal og velfungerende købmand, hvor du kan gøre de daglige indkøb. Skal der gøres større indkøb, har man ikke langt til de nærliggende byer, som Farsø og Aars. Hvor der er gode busforbindelser til, kort fra boligen. Boligen er opført i 1942 og er indrettet med 119 m2, som fordeler sig på 2 plan. Når du træder ind i stueetagen, bliver du mødt af en lys entré, herfra har du adgang til et fint toilet, et godt værelse, og et rummeligt køkkenalrum i åben forbindelse til stue. I stueetagen har du ligeledes en god udestue. Når du træder ned i kælderdelen, er der et fordelingsrum der giver dig adgang til resten af kælderen. Kælderen består af et godt værelse, et badeværelse, bryggers og et disponibelt rum.Boligen har en skøn have, som med beplantningen omkring føles dejlig privat. Herudover indbyder haven til leg og ro. På den modsatte side af huset er der etableret en skøn træterrasse, hvor det er muligt at nyde solen hele dagen lang.En spændende bolig i Vester Hornum vi glæder os til at vise frem",595.000,1.044,119,1942
96402820,"Nu har vi muligheden for at byde dig velkommen til Fandrup, en skøn lille by, lige uden for Farsø. Herfra er der kort afstand til faciliteterne inde i Farsø, såsom skole, børnehave, fritidsaktiviteter og indkøbsmuligheder. Der er cykelsti fra Fandrup til Farsø, så du sikkert kan tage cykel til din gøremål. Dette velholdte gule murstenshus er på 130 kvadratmeter, og har en rigtig god indretning. Her får du en god baggang, som ville fungere som entreen i dagligdagen. Herfra er der fordelingsgang rundt til resten af huset som har tre gode værelser, rummeligt badeværelse, stort køkken med spiseplads og til sidst en stor stue, hvor der er plads til sofaarrangement og det store spisebord. Her får du en grund på 801 kvadratmeter med god plads til at udfolde sig. Her får du en have, hvor det er muligt at være sig selv, men også til sjov og leg med familien. Bilen kan holde tørt i garagen, hvor der også er plads til et mindre værksted.  Fra stuen er der ligeledes udgang til en terrasse, hvor det er muligt at sidde og nyde de lange sommerdage.Søger I hus i Fandrup så kontakt os for en fremvisning.",695.000,1.137,130,1969
96402785,"Velkommen til denne fine bolig i Hvalpsund, som kun ligger få minutters gang fra havneområdet, hvor der både er lystbådehavn, færgeleje, lokal brugsforening, iskiosk og flere gode spisesteder. Hvalpsund By er et attraktivt område, og meget børnevenligt. Her finder du både boldbaner, legepladser, grønne områder og badestrand. Hertil finder du i nærområdet også golfbane, og flere gode stier, der er oplagte til en løbetur eller gåtur. I sommermånederne er der desuden flere aktiviteter i byen og området.Boligen er opført i 1952, tilbygget i 1976, og beliggende på en 720 m2 grund centralt i Hvalpsund. Boligen er på 134 kvadratmeter, fordelt på to plan, og indeholder, tre værelser, et badeværelse, og nogle gode stuer, og et rummeligt køkken. Boligen er til dem som ønsker at sætte sit eget præg på deres kommen hjem. Så er du til at bo i et stille område som Hvalpsund, hvor der masser af liv og mulighed for gåturene ved fjorden er denne bolig noget for dig.",,25.000,134,1952
96402727,"Centralt i Farsø by, har du nu muligheden for at erhverve dig denne solide villa, som ligger i kort afstand til alle byens fortræffeligheder, Den klassiske villa fra 1930 er opført i gule teglsten med eternittag, og trævinduer. Sammen med boligen får du et godt udhus på 35 kvadratmeter.Boligen er på 117 kvadratmeter + 40 kvadratmeter kælder. Boligen fremstår i en god og velholdt stand, med mange gode rum. Særligt den gennemrenoverede 1. sal, hvor alt er nyt, og her er der tre gode værelser og et godt toilet. I stueetagen, er der badeværelse, køkken, og stor spise og dagligstue. I kælderen er der mange gode disponible rum. Grunden er på 817 kvadratmeter, denne er udlagt med plæne og nem at holde, samtidig er der gode flisebelagte terrasser. I Farsø finder du alt hvad du skal bruge af hverdagens fornødenheder, både med indkøb, skole, og fritidsfaciliteter, og for de studerende, går bussen praktisk talt lige uden for døren, til uddannelsesbyen Aars, eller Aalborg, eller Viborg. Alt i alt, en skøn lille villa, som er nem at gå til.",699.000,1.354,117,1930
96402685,"Med en placering midt i Hvalpsund finder man denne 120m2 bolig, fyldt med overraskelser. Hvalpsund har mange af de ting som vi alle efterspørger når vi skal slå os ned, indkøbsmuligheder, fritidsaktiviteter og et aktivt lokalt samfund. Hvalpsund byder nemlig på lidt af det hele med sin beliggenhed tæt på natur og fjorden.Denne hvide murstensbolig fremstår pæn og er perfekt som det første køb eller til familien. Fra entreen har man adgang til det ene af boligens badeværelser samt dagligstuen, som ligger i en åben forbindelse med spisepladsen og herfra har man men nem adgang til det nyere køkken. Inden man går på anden sal har man boligens andet badeværelse. Anden sal er optimalt udnyttet og rummer to gode værelser samt et soveværelse med indbygget skabe. Ligeledes er repoet så stort, at man kan indrette det til en hjemmearbejdsplads eller et kreativt sted for hele familien, repoet byder også på indbygget skabsplads.Med til boligen er der et 102m2 udhus som i dag rummer både træningsrum, bar, og et værksted, så her er det virkelig skabt et godt grundlag for rigtig mange gode timer. Samtidig får man en stor dobbelt garage.Alt i alt en god familievilla i et skønt lokalsamfund! Som vi glæder os til at vise dig.",635.000,1.666,120,1912
96402843,"Her på Vandværksvej, i hyggelige Ullits, har du nu muligheden, for erhverve dig denne solide bolig, som er klar til hurtig overtagelse. Boligen indeholder 94 kvadratmeter bolig, fordelt på flere gode værelser, rummeligt køkken, og stor og lys dagligstue. Boligen er oprindelig opført i 1937, og er tidstypisk af udtryk og karakter for sin tid, og fremstår i dag velholdt, og er til at flytte ind i, men normal vedligeholdelse skal naturligvis forventes. Ullits er en lille skøn landsby, i byen er der både skole og indkøbsmuligheder, og gode busforbindelser i alle retninger. Ullits ligger tæt på naturskønne oplevelser i de store naturområder som er lige i nærheden sammen med Limfjorden. Grunden som udgør 862 kvadratmeter er udlagt med plæne, så her har du gode muligheder for at være privat og være aktiv med børnene. På grunden er samtid en god lukket garage, med plads til bilen. Er dette noget for dig? Så kontakt os allerede i dag for fremvisning.",395.000,2.743,94,1937
95207846,"Højbovej 4 er beliggende i Handest med kun få minutter til Motorvejen (E45) og Hobro, hvor man finder: Skole, indkøb, gymnasium, idrætshal, svømmehal og meget mere. Handest har en god beliggenhed for pendlere med kun 45 min til Aarhus, 15 min. til Randers, 35 min til Aalborg og 35 min. til Viborg. Der er offentlig transport 5 min. gang fra boligen. Derudover kører der skolebus til skoler i Hobro og Onsild. Fårup er kun 2 km. væk, med indkøb, idræt m.m.Villaen som er opført i gule sten med eternittag har 112 kvm bolig i et plan og 704 kvm grund. Til ejendommen er der en vedligeholdelsesnem have, som hovedsageligt består af græs, hæk mod naboen og som noget ekstra, har man fra haven kig til åbne marker.Etplansvillaen er indrettet med: Entre, der fører til en fordelergang. Herfra har man adgang til køkkenet, der er godt funktionelt indrettet med overskabe, der giver maksimal skabsplads - i køkkenet er der også spiseplads. Videre fra køkkenet er der adgang til et fint bryggers. Fra fordelergangen er også adgang til badeværelse med bruseniche og badekar. Herudover indeholder boligen også en stor stue, hvor der er udgang til terrassen, 2 gode værelser med indbygget skabsplads og et rummeligt soveværelse også med indbygget skabsplads. Til ejendommen er der også en garage på 29 kvm.En skøn ejendom for børnefamilien med god beliggenhed for blandt andet pendlere. Der er de seneste år flyttet mange familier med børn til Handest, hvilket betyder, at der i dag er tre dagplejere, alene i Handest. Byens nyopførte Aktivitetshus danner rammen for forskellige aktiviteter for både børn, voksne og ældre. Herudover er der meget naturskønt i og omkring Handest.",525.000,1.366,112,1972
